id,path,subdir
36003,charles-aznavour_hier-encore-(duo)_36003,tency1_part1
52632,adele_fastlove_52632,tency1_part1
47707,jennifer-lopez_booty_47707,tency1_part1
48106,aladdin-(musical)_a-million-miles-away_48106,tency1_part1
38880,annie-villeneuve_ce-soir_38880,tency1_part1
8306,"frank-sinatra_new-york,-new-york-(duet)_8306",tency1_part1
15512,def-leppard_love-bites_15512,tency1_part1
25946,alicia-keys_doesnt-mean-anything_25946,tency1_part1
10203,aretha-franklin_spanish-harlem_10203,tency1_part1
47137,leonardos-bride_even-when-im-sleeping_47137,tency1_part1
39459,gloria-lasso_buenas-noches-mi-amor_39459,tency1_part1
51626,bear-mccreary_outlander-main-title-theme-(skye-boat-song)_51626,tency1_part1
36646,lmfao_party-rock-anthem_36646,tency1_part1
21151,liquido_narcotic_21151,tency1_part1
42298,alicia-keys_girl-on-fire-(inferno-version)_42298,tency1_part1
25585,adele_right-as-rain_25585,tency1_part1
32550,boudewijn-de-groot_testament_32550,tency1_part1
25254,desi-arnaz_i-love-lucy_25254,tency1_part1
48176,halestorm_mz.-hyde_48176,tency1_part1
30937,"earth,-wind-&-fire_got-to-get-you-into-my-life_30937",tency1_part1
48356,alesso_heroes-(we-could-be)_48356,tency1_part1
34921,de-toppers_disco-samba_34921,tency1_part1
15133,blink-182_the-rock-show_15133,tency1_part1
21902,kiss_heavens-on-fire_21902,tency1_part1
25063,eddie-rabbitt_step-by-step_25063,tency1_part1
26727,johnny-hallyday_quelque-chose-de-tennessee-(stade-de-france-2009)_26727,tency1_part1
50979,chris-young_think-of-you_50979,tency1_part1
26517,luis-mariano_cest-magnifique_26517,tency1_part1
12560,maurane_si-aujourdhui_12560,tency1_part1
37563,claude-francois_parce-que-je-taime-mon-enfant_37563,tency1_part1
32170,cascada_everytime-we-touch-(acoustic)_32170,tency1_part1
49507,halestorm_freak-like-me_49507,tency1_part1
44492,boyce-avenue_will-you-be-there_44492,tency1_part1
11297,bruce-springsteen_dancing-in-the-dark_11297,tency1_part1
22036,bellini_samba-de-janeiro_22036,tency1_part1
24819,mary-mary_yesterday_24819,tency1_part1
35520,little-richard_the-girl-cant-help-it_35520,tency1_part1
13526,crowded-house_dont-dream-its-over_13526,tency1_part1
17516,george-michael_jesus-to-a-child_17516,tency1_part1
20889,depeche-mode_walking-in-my-shoes_20889,tency1_part1
15095,billy-dean_somewhere-in-my-broken-heart_15095,tency1_part1
52432,ed-sheeran_shape-of-you_52432,tency1_part1
33548,drs_gangsta-lean_33548,tency1_part1
27666,ballroom-orchestra_samba-groove_27666,tency1_part1
14016,matthieu-chedid-(-m-)_machistador_14016,tency1_part1
37855,de-dijk_dansen-op-de-vulkaan_37855,tency1_part1
44319,lorde_royals_44319,tency1_part1
26215,crowded-house_locked-out_26215,tency1_part1
39263,chimene-badi_ma-liberte_39263,tency1_part1
45998,george-harrison_what-is-life_45998,tency1_part1
18036,martin-solveig_cest-la-vie_18036,tency1_part1
12909,eminem_the-way-i-am_12909,tency1_part1
25440,1950s-standards_that-certain-feeling_25440,tency1_part1
52324,johnny-hallyday_requiem-pour-un-fou-(live)_52324,tency1_part1
46806,david-a.-stewart_lily-was-here_46806,tency1_part1
28557,hot-butter_popcorn_28557,tency1_part1
52201,jean-claude-borelly_le-concerto-de-la-mer_52201,tency1_part1
51376,ennio-morricone_man-with-a-harmonica_51376,tency1_part1
27553,1950s-standards_my-own-true-love-(taras-theme)_27553,tency1_part2
24676,michael-buble_havent-met-you-yet_24676,tency1_part2
6630,alabama_born-country_6630,tency1_part2
26896,taking-back-sunday_set-phasers-to-stun_26896,tency1_part2
31670,tv-theme_desperate-housewives_31670,tency1_part2
47743,the-jeff-healey-band_when-the-night-comes-falling-from-the-sky_47743,tency1_part2
46706,paolo-nutini_scream-(funk-my-life-up)_46706,tency1_part2
29429,zz-top_legs_29429,tency1_part2
11523,u2_vertigo_11523,tency1_part2
9612,tracy-byrd_watermelon-crawl_9612,tency1_part2
26786,middle-of-the-road_sacramento_26786,tency1_part2
27410,toots-&-the-maytals_do-the-reggay_27410,tency1_part2
29891,bernard-lavilliers_melody-tempo-harmony_29891,tency1_part2
27338,rosemary-clooney_come-on-a-my-house_27338,tency1_part2
29918,steve-miller-band_rockn-me_29918,tency1_part2
12380,najoua-belyzel_quand-revient-lete_12380,tency1_part2
31637,the-beatles_everybodys-trying-to-be-my-baby_31637,tency1_part2
9810,the-eagles_hotel-california_9810,tency1_part2
23578,petula-clark_chariot_23578,tency1_part2
50818,patrick-bruel_perlimpinpin_50818,tency1_part2
42842,peter-wackel_erika-(komm-mit-mir-nach-amerika)_42842,tency1_part2
32986,superbus_mes-defauts_32986,tency1_part2
43478,sacha-distel_ma-premiere-guitare_43478,tency1_part2
5148,art-garfunkel_bright-eyes_5148,tency1_part2
13069,wham!_freedom_13069,tency1_part2
41017,the-black-keys_gold-on-the-ceiling_41017,tency1_part2
11692,razorlight_america_11692,tency1_part2
30682,within-temptation_what-have-you-done_30682,tency1_part2
47395,van-halen_aint-talkin-bout-love_47395,tency1_part2
36381,tanz-der-vampire_die-unstillbare-gier_36381,tency1_part2
5390,the-darkness_one-way-ticket_5390,tency1_part2
19626,spliff_carbonara_19626,tency1_part2
38603,alice-in-chains_man-in-the-box_38603,tency1_part2
31031,the-crew-cuts_sh-boom-(life-could-be-a-dream)_31031,tency1_part2
29318,tv-theme_the-incredibles_29318,tency1_part2
35186,michel-delpech_jetais-un-ange_35186,tency1_part2
47551,the-snake-oil-willie-band_i-dont-look-good-naked-anymore_47551,tency1_part2
7163,tlc_red-light-special_7163,tency1_part2
50428,5-seconds-of-summer_what-i-like-about-you_50428,tency1_part2
12800,sting_englishman-in-new-york_12800,tency1_part2
11386,whitney-houston_queen-of-the-night_11386,tency1_part2
14405,michael-jackson_smooth-criminal_14405,tency1_part2
45886,beyonce_blow_45886,tency1_part2
33801,barry-blue_dancin-(on-a-saturday-night)_33801,tency1_part2
6427,whitney-houston_i-will-always-love-you_6427,tency1_part2
25696,ricoune_dans-un-verre-a-ballon_25696,tency1_part2
5070,barbra-streisand_my-funny-valentine_5070,tency1_part2
31640,the-beatles_and-your-bird-can-sing_31640,tency1_part2
32997,smokie_its-your-life_32997,tency1_part2
22665,wencke-myhre_er-hat-ein-knallrotes-gummiboot_22665,tency1_part2
44798,the-saw-doctors_tommy-k_44798,tency1_part2
50814,pascal-obispo_un-billet-de-femme_50814,tency1_part2
29234,avril-lavigne_alice_29234,tency1_part2
6659,michael-mcdonald_on-my-own_6659,tency1_part2
51391,anggun_face-au-vent_51391,tency1_part2
32471,the-beatles_words-of-love_32471,tency1_part2
26289,muse_plug-in-baby_26289,tency1_part2
32606,the-gipsy-kings_un-amor_32606,tency1_part2
39463,slipknot_snuff_39463,tency1_part2
23632,michael-jackson_dangerous_23632,tency1_part2
34519,starmania_un-enfant-de-la-pollution_34519,tency1_part2
43275,bastille_pompeii_43275,tency1_part2
31446,moulin-rouge!_nature-boy_31446,tency1_part2
6758,tennessee-ernie-ford_sixteen-tons_6758,tency1_part2
6831,norah-jones_dont-know-why_6831,tency1_part2
26901,sway-orchestra_sway_26901,tency1_part2
12078,patricia-kaas_mademoiselle-chante-le-blues_12078,tency1_part2
16804,aerosmith_dude-(looks-like-a-lady)_16804,tency1_part2
11106,toby-keith_a-womans-touch_11106,tency1_part2
24121,pierre-bachelet_pleure-pas-boulou_24121,tency1_part2
15060,the-beach-boys_rock-and-roll-music_15060,tency1_part2
35452,sarah-vaughan_broken-hearted-melody_35452,tency1_part2
5895,paul-&-paula_hey-paula_5895,tency1_part2
48042,parra-for-cuva_wicked-game_48042,tency1_part2
7252,survivor_eye-of-the-tiger_7252,tency1_part2
6914,the-byrds_mr.-tambourine-man_6914,tency1_part2
21275,red-hot-chili-peppers_breaking-the-girl_21275,tency1_part2
51539,stef-ekkel_liever-te-dik-in-de-kist_51539,tency1_part2
40770,"1789,-les-amants-de-la-bastille_je-veux-le-monde_40770",tency1_part2
31922,nicola-ciccone_jtaime-tout-court_31922,tency1_part2
41356,udo-lindenberg_wozu-sind-kriege-da_41356,tency1_part2
29538,queens-of-the-stone-age_little-sister_29538,tency1_part2
25491,song-and-dance_come-back-with-the-same-look-in-your-eyes_25491,tency1_part2
44960,van-morrison_precious-time_44960,tency1_part2
44547,tropical-family_le-soleil-donne_44547,tency1_part2
25851,mike-oldfield_tubular-bells_25851,tency1_part2
34537,patrick-fiori_parce-quon-ma-dit_34537,tency1_part2
5632,the-killers_mr.-brightside_5632,tency1_part2
48552,pink-floyd_one-of-these-days_48552,tency1_part2
19132,rammstein_du-hast_19132,tency1_part2
9449,the-exciters_tell-him_9449,tency1_part2
25797,vince-guaraldi_linus-and-lucy_25797,tency1_part2
44904,nathan-carter_beatles-medley_44904,tency1_part2
44919,the-gipsy-kings_quiero-saber_44919,tency1_part2
7119,r.e.m._bang-and-blame_7119,tency1_part2
37200,tracey-ullman_breakaway_37200,tency1_part2
21439,the-beatles_and-i-love-her_21439,tency1_part2
23665,michel-sardou_putain-de-temps_23665,tency1_part2
6510,bob-dylan_knockin-on-heavens-door_6510,tency1_part2
17710,van-halen_when-its-love_17710,tency1_part2
25719,the-baseballs_umbrella_25719,tency1_part2
46883,roberto-alagna_salade-de-fruits_46883,tency1_part2
45273,avicii_hey-brother_45273,tency1_part2
38405,benabar_politiquement-correct_38405,tency1_part2
40837,nightwish_phantom-of-the-opera_40837,tency1_part2
51865,andy-grammer_back-home_51865,tency1_part2
15036,bachman-turner-overdrive_let-it-ride_15036,tency1_part2
46623,tegan-and-sara_everything-is-awesome_46623,tency1_part2
46528,serge-lama_daventures-en-aventures-(2012)_46528,tency1_part2
39639,andrea-berg_piraten-wie-wir_39639,tency1_part2
19045,muddy-waters_hoochie-coochie-man_19045,tency1_part2
44237,onerepublic_counting-stars_44237,tency1_part2
41636,vicky-leandros_notre-tango-damour_41636,tency1_part2
50647,sdp_deine-freundin_50647,tency1_part2
18324,tommy-roe_dizzy_18324,tency1_part2
12362,t-pain_bartender_12362,tency1_part2
51910,pauline-croze_la-fille-dipanema_51910,tency1_part2
14909,alanis-morissette_crazy-(james-michael-mix)_14909,tency1_part2
48675,pink-floyd_marooned_48675,tency1_part2
49958,anna-maria-zimmermann_du-hast-mir-so-den-kopf-verdreht_49958,tency1_part2
40092,sexion-dassaut_avant-quelle-parte_40092,tency1_part2
26618,taylor-swift_forever-&-always-(piano-version)_26618,tency1_part2
5121,the-mamas-and-the-papas_california-dreamin_5121,tency1_part2
45127,serge-lama_mon-dada-cest-la-danseuse_45127,tency1_part2
34417,robbie-williams_video-killed-the-radio-star-(live)_34417,tency1_part2
20994,michael-jackson_dirty-diana_20994,tency1_part2
39139,x_white-girl_39139,tency1_part2
38902,yves-jamait_la-radio-qui-chante_38902,tency1_part2
29763,the-hollies_bus-stop_29763,tency1_part2
30874,pierre-perret_vaisselle-cassee_30874,tency1_part2
8530,backstreet-boys_i-want-it-that-way_8530,tency1_part2
23926,shakira_she-wolf_23926,tency1_part2
39284,michael-buble_feeling-good-(live-from-madison-square-garden)_39284,tency1_part2
37878,oingo-boingo_no-spill-blood_37878,tency1_part2
27675,scorpions_holiday_27675,tency1_part2
21571,the-beatles_honey-dont_21571,tency1_part2
23750,queen_now-im-here_23750,tency1_part2
46913,nashville_playing-tricks_46913,tency1_part2
49124,postmodern-jukebox_all-about-that-bass-(2015-european-cast-version)_49124,tency1_part2
38166,seether_country-song_38166,tency1_part2
13830,aretha-franklin_i-knew-you-were-waiting-(for-me)_13830,tency1_part2
8691,98-degrees_i-do-(cherish-you)_8691,tency1_part2
13858,boney-m._rivers-of-babylon_13858,tency1_part2
40819,armin-van-buuren_saturday-night_40819,tency1_part2
27524,the-carpenters_a-song-for-you_27524,tency1_part2
29575,the-velvets_tonight-(could-be-the-night)_29575,tency1_part2
14436,tracy-chapman_talkin-bout-a-revolution_14436,tency1_part2
43708,30-seconds-to-mars_up-in-the-air_43708,tency1_part2
31567,pauline_tous-les-jours_31567,tency1_part2
49140,starmania_la-complainte-de-la-serveuse-automate-(mogador-1994)_49140,tency1_part2
36286,radiohead_fake-plastic-trees_36286,tency1_part2
46063,serge-lama_les-filles-dabraham_46063,tency1_part2
42129,the-smiths_i-know-its-over_42129,tency1_part2
22568,taylor-swift_fifteen_22568,tency1_part2
20458,renaud_dans-mon-h.l.m_20458,tency1_part2
36657,rebecca-black_friday-(no-rap-version)_36657,tency1_part2
28102,pink-martini_que-sera-sera_28102,tency1_part2
43599,michael-buble_young-at-heart_43599,tency1_part2
27959,tv-theme_x-men_27959,tency1_part2
48319,milky-chance_down-by-the-river_48319,tency1_part2
17016,willie-nelson_georgia-on-my-mind_17016,tency1_part2
23311,michael-holm_mendocino_23311,tency1_part2
24630,ashton-shepherd_takin-off-this-pain_24630,tency1_part2
48812,muse_explorers_48812,tency1_part2
37670,aylin-prandi_24000-baci_37670,tency1_part2
51183,andrea-berg_es-muss-ja-nicht-fur-immer-sein_51183,tency1_part2
45218,pharrell-williams_happy_45218,tency1_part2
27196,roger-cicero_wovon-traumst-du-nachts_27196,tency1_part2
46139,bosse_schonste-zeit_46139,tency1_part2
51676,bastille_good-grief_51676,tency1_part2
42984,renee-olstead_someone-to-watch-over-me_42984,tency1_part2
48559,avicii_the-nights_48559,tency1_part2
20924,paramore_thats-what-you-get_20924,tency1_part2
36581,tom-jones_take-me-to-the-river_36581,tency1_part2
40253,"1789,-les-amants-de-la-bastille_la-sentence_40253",tency1_part2
11289,the-animals_house-of-the-rising-sun_11289,tency1_part2
40634,angelo-branduardi_va-ou-le-vent-te-mene_40634,tency1_part2
29750,al-jarreau_mas-que-nada_29750,tency1_part2
40144,swedish-house-mafia_greyhound_40144,tency1_part2
33009,michael-buble_dont-get-around-much-anymore_33009,tency1_part2
16782,a1_caught-in-the-middle_16782,tency1_part2
43437,zazie_je-ne-sais-pas_43437,tency1_part2
39185,"zizi-jeanmaire_ca,-cest-paris_39185",tency1_part2
51130,sia_cheap-thrills-(feat.-sean-paul)_51130,tency1_part2
44645,sebastien-el-chato_por-el-amor-de-una-mujer_44645,tency1_part2
48495,bette-midler_tell-him_48495,tency1_part2
39349,type-o-negative_cinnamon-girl_39349,tency1_part2
46784,tony-carreira_jai-oublie-de-vivre-(esqueci-me-de-viver)_46784,tency1_part2
31985,pablo-cruise_love-will-find-a-way_31985,tency1_part2
31717,the-ronettes_sleigh-ride_31717,tency1_part2
45772,aretha-franklin_youre-all-i-need-to-get-by_45772,tency1_part2
38815,the-smiths_unhappy-birthday_38815,tency1_part2
7530,norman-greenbaum_spirit-in-the-sky_7530,tency1_part2
19420,"rolf-zuckowski_wie-schon,-dass-du-geboren-bist_19420",tency1_part2
42128,ozzy-osbourne_time-after-time_42128,tency1_part2
48735,pink-floyd_it's-what-we-do_48735,tency1_part2
12882,the-beach-boys_surfin-usa_12882,tency1_part2
46929,merle-haggard_if-were-not-back-in-love-by-monday_46929,tency1_part2
11218,the-wallflowers_one-headlight_11218,tency1_part2
52567,zara-larsson_so-good_52567,tency1_part2
17920,glen-campbell_southern-nights_17920,tency1_part3
19328,gloria-estefan_mi-tierra_19328,tency1_part3
27596,jonas-brothers_you-just-dont-know-it_27596,tency1_part3
28839,caro-emerald_back-it-up_28839,tency1_part3
12299,chagrin-damour_chacun-fait-(cqui-lui-plait)_12299,tency1_part3
11222,chicago_hard-to-say-im-sorry_11222,tency1_part3
13522,dj-jazzy-jeff-&-the-fresh-prince_summertime_13522,tency1_part3
5581,kelly-clarkson_breakaway_5581,tency1_part3
40273,ingrid-michaelson_everybody_40273,tency1_part3
38746,francis-cabrel_carte-postale_38746,tency1_part3
44701,jenifer_ca-balance-pas-mal-a-paris_44701,tency1_part3
18193,jimmy-buffett_fins_18193,tency1_part3
33386,julie-rogers_the-wedding_33386,tency1_part3
22537,kelly-clarkson_maybe_22537,tency1_part3
26222,fuel_million-miles_26222,tency1_part3
13593,craig-morgan_international-harvester_13593,tency1_part3
46337,bzn_mon-amour_46337,tency1_part3
50333,david-guetta_bang-my-head-(feat.-sia-&-fetty-wap)_50333,tency1_part3
14583,bowling-for-soup_1985_14583,tency1_part3
38311,marie-mai_comme-avant_38311,tency1_part3
41209,evita_buenos-aires_41209,tency1_part3
21108,icehouse_hey-little-girl_21108,tency1_part3
36235,kesha_animal_36235,tency1_part3
46873,george-thorogood_get-a-haircut_46873,tency1_part3
47517,chloe-howl_disappointed_47517,tency1_part3
10291,kiss_beth_10291,tency1_part3
49499,hilary-duff_sparks_49499,tency1_part3
51322,elvis-presley_stranger-in-the-crowd-(live)_51322,tency1_part3
47405,jason-mraz_love-someone_47405,tency1_part3
52393,james-arthur_safe-inside_52393,tency1_part3
5141,coldplay_talk_5141,tency1_part3
17340,felix-de-luxe_taxi-nach-paris_17340,tency1_part3
26551,mcfadden-&-whitehead_aint-no-stoppin-us-now_26551,tency1_part3
32678,frank-michael_la-force-des-femmes_32678,tency1_part3
16355,john-fred-and-his-playboys_judy-in-disguise-(with-glasses)_16355,tency1_part3
46186,marco-borsato_ik-zou-het-zo-weer-over-doen_46186,tency1_part3
48431,herbert-gronemeyer_morgen_48431,tency1_part3
39634,helene-fischer_vielleicht-bin-ich-viel-starker-als-du-denkst_39634,tency1_part3
43940,emmanuel-moire_la-blessure_43940,tency1_part3
50517,camille_suis-moi_50517,tency1_part3
38308,gerard-lenorman_voici-les-cles-(duo)_38308,tency1_part3
36601,elvis-presley_burning-love-(viva-elvis)_36601,tency1_part3
29561,colbie-caillat_fearless_29561,tency1_part3
18194,jimmy-buffett_one-particular-harbour_18194,tency1_part3
51730,celine-dion_tu-sauras_51730,tency1_part3
13157,joe-cocker_you-can-leave-your-hat-on_13157,tency1_part3
41307,frank-sinatra_come-rain-or-come-shine_41307,tency1_part3
35754,fefe-dobson_stuttering_35754,tency1_part3
32614,lady-antebellum_perfect-day_32614,tency1_part3
35218,mariah-carey_heartbreaker-(duet)_35218,tency1_part3
39876,marcela-morelo_ponernos-de-acuerdo_39876,tency1_part3
40526,cascada_summer-of-love_40526,tency1_part3
10713,brooks-&-dunn_whiskey-under-the-bridge_10713,tency1_part3
48587,dany-brillant_viens-dans-mes-bras-(la-dispute)_48587,tency1_part3
19464,culcha-candela_hamma!_19464,tency1_part3
28043,ffh_its-a-good-day_28043,tency1_part3
22850,megan-munroe_moonshine_22850,tency1_part3
22572,kelly-clarkson_dont-let-me-stop-you_22572,tency1_part3
37496,kenny-chesney_you-and-tequila_37496,tency1_part3
8312,frank-sinatra_guess-ill-hang-my-tears-out-to-dry-in-the-wee-small-hours-of-the-morning_8312,tency1_part3
41403,lady-antebellum_slow-down-sister_41403,tency1_part3
10997,garbage_stupid-girl_10997,tency1_part3
42326,generation-goldman_je-te-donne_42326,tency1_part3
7059,elvis-presley_what-now-my-love_7059,tency1_part3
26911,course-of-nature_wall-of-shame_26911,tency1_part3
34992,lauryn-hill_everything-is-everything_34992,tency1_part3
7212,faith-hill_when-the-lights-go-down_7212,tency1_part3
43651,michael-buble_just-one-more-dance_43651,tency1_part3
